ID,Type,UGS,Nom,Publié,"Mis en avant ?","Visibilité dans le catalogue","Description courte",Description,"Date de début de promo","Date de fin de promo","État de la TVA","Classe de TVA","En stock ?",Stock,"Montant de stock faible","Autoriser les commandes de produits en rupture ?","Vendre individuellement ?","Poids (kg)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Autoriser les avis clients ?","Note de commande","Tarif promo","Tarif régulier",Catégories,Étiquettes,"Classe d’expédition",Images,"Limite de téléchargement","Jours d’expiration du téléchargement",Parent,"Groupes de produits","Produits suggérés","Ventes croisées","URL externe","Libellé du bouton",Position
23318,simple,9267,"La clé de Salomon",1,0,visible,,"<p>José RODRIGUES DOS SANTOS,   2015<br />Le CERN est le théâtre d'une expérience cruciale, susceptible de révéler la véritable origine du monde. Mais celle-ci est brutalement interrompue : le corps de Frank Bellamy, directeur des sciences de la CIA, est découvert dans l'accélérateur de particules.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Policiers - Thrillers",,,,,,,,,,,,0
23319,simple,9269,"Le crime était signé",1,0,visible,,"<p>Lionel OLIVIER, 2016<br />À peine seize ans, cette gamine retrouvée nue, étranglée près du cimetière... Et ces pervers qui s'exhibent entre les tombes... Et ce fumier qui croit séquestrer l'innocence qu'il a perdue…<br />Prix du Quai des Orfèvres,  2016</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Policiers - Thrillers",,,,,,,,,,,,0
23320,simple,9271,"Renault, nid d'espions",1,0,visible,,"<p>Matthieu SUC,  2013<br />"" Ta carrière, tout est arrêté, tout est fini. À l'instant même tu quittes ce bureau, tu quittes Renault, Michel ! "", annonce le DRH. "" Il est question de corruption et de comptes offshore, ça va être très lourd ! "", assène le directeur juridique.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Policiers - Thrillers",,,,,,,,,,,,0
23321,simple,9273,"Ton corps dit : 'Aime-toi !'",1,0,visible,,"<p>Lise BOURBEAU,  1999<br />Objectif du livre:  aider chaque personne à devenir son propre thérapeute et de lui permettre d'en aider d'autres.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23322,simple,9275,"J'arrête de (me) juger",1,0,visible,,"<p>Olivier CLERC,  2014<br />Et si vous vous débarrassiez de la petite voix dans votre tête qui passe son temps à juger tout le monde, à commencer par vous-même ?</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23323,simple,9283,"Psychothérapie d'un indien des Plaines",1,0,visible,,"<p>Georges DEVEREUX,  1951<br />L'histoire d'un cas clinique où sont exposées et analysées  les 85 séances d'une cure par la parole menée par l'auteur,  psychanalyste et anthropologue,   avec Jimmy Picard, Indien de la tribu des Pieds Noirs, déraciné, alcoolique, névrosé.<br /><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23324,simple,9285,"La femme optimale",1,0,visible,,"<p>Miranda GRAY,  2015<br />Sous-titre:  Un programme en 28 jours pour découvrir les énergies créatrices du cycle féminin et s'épanouir.   <br />Pour la femme du 21e siècle qui souhaite accéder au bien-être, à l’épanouissement, à la réussite professionnelle,  à la vie qu’elle désire, par une approche spécifiquement féminine.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23325,simple,9287,"Au fil de l'autre",1,0,visible,,"<p>Véronique JANNOT,  2015<br /><em>""Nous subissons également des pollutions multiples, environnementales et psychologiques, qui fragilisent notre santé autant que notre moral. Il est urgent de réagir, et c’est possible ! ""</em></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23326,simple,9289,"Éros aux mille et un visages",1,0,visible,,"<p>Joyce MACDOUGALL,  1996<br /><em>«La sexualité humaine est essentiellement traumatique."" </em>Ce sont les multiples visages d'Éros que l'auteur scrute avec talent, renouvelant, entre autres, au cours de son exploration, nos vues sur la féminité et l'homosexualité féminine, sur les addictions et la perversion,  etc...</p><div class=""info""> </div>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23327,simple,9291,"Stances du milieu par excellence",1,0,visible,,"<p>NAGAJURNA,  édition de 2002<br />Traduit du sanskrit.  L'auteur,  un moine indien des 2e-3e siècle avant J.C.  nous invite à une remise en question, paradoxale et purgative, de  nos schèmes mentaux et vitaux tels que : cause-effet, commencement-fin, identité-altérité, mais aussi le mouvement, les choses, les êtres etc... </p>",,,taxable,,1,,,0,0,,,,,1,,,,"Religion - Spiritualité",,,,,,,,,,,,0
23328,simple,9293,"Au-delà du chemin le moins fréquenté",1,0,visible,,"<p>Scott PECK, 2002<br />L'auteur revient sur la fidélité envers soi, la quête du sacré, la manière de mener une vie de bien.  Seule une discipline intérieure peut nous aider à venir à bout des idées fausses et à vivre en paix.</p><p><img src=""http://www.laffont.fr/site/images/giftransparent.gif"" alt="""" width=""1"" height=""20"" border=""0"" /></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23329,simple,9295,"Le bal des ego",1,0,visible,,"<p>Laurent SCHMITT,  2014<br />Si la rivalité, l’esprit de compétition ou le besoin de se distinguer peuvent constituer un moteur, poussées à l’extrême ces attitudes des ego trop forts génèrent incompréhension et souffrance dans les relations humaines.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23330,simple,9297,"La sérénité de l'instant",1,0,visible,,"<p>Thhich Nhat HANH, 2009<br />Dans l'ordinaire de la vie, les situations les plus simples - si souvent négligées au profit d'une fuite dans un ailleurs fantomatique - sont capables de nous transformer et de transformer peu à peu le monde.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23331,simple,9299,"L'Énergie spirituelle",1,0,visible,,"<p>Henri BERGSON,  1919<br />Recueil de conférences portant « <em>sur des problèmes déterminés de psychologie et de philosophie ». </em></p>",,,taxable,,1,,,0,0,,,,,1,,,,Philosophie,,,,,,,,,,,,0
23332,simple,9301,"Des musulmans qui deviennent chrétiens : Signe des temps pour l'Eglise",1,0,visible,,"<p>Moh-Christophe BILEK,  2013<br />Le rôle des convertis venus des traditions musulmanes au sein de l'Eglise catholique, en particulier en France.  L'auteur les compare ainsi aux premiers chrétiens.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Religion - Spiritualité",,,,,,,,,,,,0
23333,simple,9303,"Approches de la méditation",1,0,visible,,"<p>Arnaud DESJARDINS,  2008<br />Un guide des pratiques de méditation dans les différentes religions du monde.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Religion - Spiritualité",,,,,,,,,,,,0
23334,simple,9305,"Vivre dans le coeur",1,0,visible,,"<p>DRUNVALO Melchizedek , 2004<br />Comment entrer dans l’espace sacré du coeur et enfin manifester dans le quotidien ce dont on rêve.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Religion - Spiritualité",,,,,,,,,,,,0
23335,simple,9307,"Cinq leçons sur l'orthodoxie",1,0,visible,,"<p>Guy FONTAINE,  2015<br />Le prêtre orthodoxe présente sa religion en cinq leçons: le chant sacré, les icônes, le sens du Notre Père, etc. Il aborde aussi l'ordination des femmes et le mariage des prêtres. </p>",,,taxable,,1,,,0,0,,,,,1,,,,"Religion - Spiritualité",,,,,,,,,,,,0
23336,simple,9309,"La fabrique de l'homme pervers",1,0,visible,,"<p>Dominique BARBIER,  2013<br />Les pervers narcissiques constituent près de 10 % de la population. Ils ont une organisation psychique très rigide et archaïque, caractérisée par l’emprise et la jouissance. Leur destructivité est considérable. Comment les repérer ? Y a-t-il un profil type de victime ? Comment sortir de leurs griffes ?</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23337,simple,9311,"Les légumes et les fruits qui guérissent",1,0,visible,,"<p>Léonce CARLIER,  1960<br />Chaque légume a des propriétés basiques, méconnues, la plupart du temps, et qui retentissent pourtant sur notre bien-être au quotidien par notre alimentation.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23338,simple,9313,"Le Ventre, notre deuxième cerveau",1,0,visible,,"<p>Fabrice PAPILLON  et Héloïse RAMBERT,  2014<br />Le cerveau dans notre tête pense,  se projette et réfléchit;  ce cerveau qu'est le ventre,  peuplé de milliards de neurones,  veille à notre digestion et agit de son côté.  On sait qu'une conversation secrète existe entre le deux.  </p><h1> </h1>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23339,simple,9315,"Abolir le nucléaire civil et militaire",1,0,visible,,"<p>Jean-Marie PRUVOST-BEAURAIN,  2012<br />Pourquoi il est impératif, pour la survie de l'humanité, d'abolir le nucléaire civil et militaire. L'auteur passe en revue les autres aspects de l'industrie nucléaire, en particulier ses dangers et ses scandales, tant pratiques qu'éthiques.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23340,simple,9317,"Gaz de schiste,  le vrai du faux",1,0,visible,,"<p>Olivier BLOND,  2014<br />La révolution des gaz de schiste a secoué les Etats-Unis.  Elle divise l'opinion publique dans le monde entier.  L'auteur,  pour la Fondation Good Planet,  donne les outils pour y voir clair et forger sa propre opinion.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23341,simple,9319,"Rage de vivre:  Oeuvres poétiques complètes",1,0,visible,,"<p>René DEPESTRE,  2006<br />La totalité des poèmes écrits par le poète haïtien (né en 1926) au cours de sa vie.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Théâtre - Poésie",,,,,,,,,,,,0
23342,simple,9321,Cnossos,1,0,visible,,"<p>Antonis VASSILAKIS,  1993<br />Mythologie,  histoire et guide du site archéologique.  </p>",,,taxable,,1,,,0,0,,,,,1,,,,Voyages,,,,,,,,,,,,0
23343,simple,9323,"Lire le symbolisme",1,0,visible,,"<p>Bertrand MARCHAL,  1993<br />En enquêtant  autour d'auteurs aussi différents que Baudelaire, Rimbaud, Mallarmé..., cet ouvrage livre les multiples sens du mot "" symbolisme "" dont Valéry disait qu'il était un "" gouffre sans fond "".</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Théâtre - Poésie",,,,,,,,,,,,0
23344,simple,9325,"Reconquista ou Mort de l'Europe",1,0,visible,,"<p>René MARCHAND,  2013<br />L'enjeu de la guerre islamique pour une stratégie de contre-offensive.</p><h1 class=""booktitle""> </h1>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23345,simple,9327,"Marx, ô Marx, pourquoi m’as-tu abandonné ?",1,0,visible,,"<p>Bernard MARIS, 2012<br />Marx a tout expliqué, tout analysé à la perfection. Mais il s'est complètement trompé sur ses conclusions !</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23346,simple,9329,"ATMA, le pouvoir de l'Amour: Comment retrouver le potentiel de vie en soi",1,0,visible,,"<p>Jacques MARTEL,  2005<br />Comment retrouver le potentiel de vie en soi.  Un livre d’exercices pratiques pour favoriser l’ouverture de conscience, le bien-être et la paix intérieure.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23347,simple,9331,"A tous les Français qui ont déjà voté déjà une fois Le Pen",1,0,visible,,"<p>Jean-Claude MARTINEZ,  2006<br />Pourquoi cette force politique immense du FN ne s'est-elle  jamais cristallisée un jour de scrutin national?</p>",,,taxable,,1,,,0,0,,,,,1,,,,Histoire-Politique,,,,,,,,,,,,0
23348,simple,9333,"Le sabre de Didi",1,0,visible,,"<p>Gabriel MATZNEFF,  1986<br />Un pamphlet inspiré par les batailles politiques, morales, esthétiques et religieuses de notre époque.  Des textes publiés entre 1963 et 1985 dans Combat et Le Monde.</p><p>&nbsp;</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23349,simple,9335,"Textes sur le roman naturaliste",1,0,visible,,"<p>Guy de MAUPASSANT,  édition Poche 1999</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23350,simple,9337,"Croisière en solitaire sur le voilier autiste",1,0,visible,,"<p>Olivier MEYNIER,  <br />Ce témoignage renferme à la fois l’expérience d’un parcours personnel et un espoir pour tous les autistes et leur entourage.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Témoignages,,,,,,,,,,,,0
23351,simple,9339,"Lumière, commencement, liberté",1,0,visible,,"<p>Robert MISRAHI,  1969<br />Sous-titre:  Fondements pour une philosophie du sujet et  pour une éthique de la joie.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Philosophie,,,,,,,,,,,,0
23352,simple,9341,"C'est pour ton bien",1,0,visible,,"<p>Alice MILLER,<br />Sous-titre:  Racines de la violence dans l'éducation de l'enfant.  L'auteure attire l'attention sur les souffrances de la petite enfance en retraçant les méfaits de l'éducation traditionnelle qui brise la volonté de l'enfant pour en faire un être obéissant et malléable.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23353,simple,9343,"Nos voisins musulmans",1,0,visible,,"<p>Yves MONTENAY, 2004<br />Sous-titre:  Du Maroc à l'Iran,  14 siècles de méfiance réciproque.   Beaucoup d'Occidentaux voient les Musulmans empêtrés dans leur archaïsme et rattrapés par la modernité, d'où leurs réactions violentes, mais vouées à l'échec. Beaucoup de Musulmans répondent qu'ils sont croyants et qu'analyser leur foi, c'est déjà les attaquer.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23354,simple,9345,"Lewis et Irène",1,0,visible,,"<p>Paul MORAND,  1924<br />Jeune financier que les cours de la Bourse préoccupent plus que les femmes, Lewis tombe amoureux d'Irène - de la famille Apostolatos, riches banquiers de Trieste.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Autobiographies-Mémoires,,,,,,,,,,,,0
23355,simple,9347,"Psychothérapie transculturelle de l'enfant et de l'adolescent",1,0,visible,,"<p>Marie-Rose MORO,  2011<br />Cet ouvrage établit les bases d'une pratique de soin qui prend en considération la culture spécifique de l'enfant immigré dans le diagnostic et le traitement de ses pathologies.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23356,simple,9349,"Les nouvelles censures",1,0,visible,,"<p>Paul MOREIRA,  2007<br />Sous-titre:  Dans les coulisses de la manipulation de l'information.   Mais aujourd'hui la censure brutale attire l'attention et multiplie l'impact de l'information qu'on veut cacher. Alors on s'arrange pour que citoyen n'entende pas ce qu'il est en train d'écouter.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23357,simple,9351,"Enseigner à vivre",1,0,visible,,"<p>Edgar MORIN,  2014<br />L'auteur  prône une refonte profonde de l’éducation, centrée sur sa mission essentielle telle que l’envisageait Rousseau : <em>enseigner à vivre</em>.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23358,simple,9353,"Parents en exil : Psychopathologie et migrations",1,0,visible,,"<p>Marie-Rose MORO,  2001<br />Préfaces de Serge LEBOVICI et Tobie NATHAN.  Comment soigner de manière efficace une famille migrante d'Afrique noire, du Maghreb... et son enfant vivant dans nos banlieues meurtries ?</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23359,simple,9356,"L'abeille et l'économiste",1,0,visible,,"<p>Yann MOULIER-BOUTANG,  2010<br />Une petite histoire de la finance, une analyse de la crise contemporaine et une tentative de prospective.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23360,simple,9360,"A l'abattoir",1,0,visible,,"<p>Severin MULLER,  2008<br />Sous-titre:  Travail et relations professionnelles face au risque sanitaire<br />Lieux de mise à mort industrielle destinés à produire la viande que nous consommons, les abattoirs sont aussi, depuis la crise de la vache folle survenue en mars 1996, un exemple d’organisation soumise à la gestion contemporaine des risques sanitaires.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23361,simple,9362,"L'hystérie, ou l'enfant magnifique de la psychanalyse",1,0,visible,,"<p>Juan David NASIO,  2001<br />Questions sur l'hystérie moderne et ce  que l'écoute de l'hystérie apprend au psychanalyste.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Psychologie - Développement personnel",,,,,,,,,,,,0
23362,simple,9364,"Trotsky vivant",1,0,visible,,"<p>Pierre NAVILLE, 1998<br />C'est à Moscou, en 1927, que Pierre Naville rencontre pour la première fois Trotsky. Devenu l'un des principaux animateurs du groupe trotskyste français, il a l'occasion de le rencontrer ailleurs, à Prinkipo, à Copenhague, à Paris. Il est l'un des rares à avoir pris toute la mesure de l'homme, du théoricien, du chef de parti.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Biographies,,,,,,,,,,,,0
23363,simple,9366,"A la veillée en Normandie: contes,  légendes et menteries",1,0,visible,,"<p>Gérard NEDELLEC,  2004</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Contes - Nouvelles",,,,,,,,,,,,0
23364,simple,9368,"Généalogie de la morale",1,0,visible,,"<p>Friedrich NIETZCHE,  1887<br />Nietzsche se donne pour objectif de montrer d'où viennent les valeurs morales contemporaines et pourquoi nous devrions en changer pour des valeurs plus saines.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Philosophie,,,,,,,,,,,,0
23365,simple,9370,"L' utilité de l'inutile: manifeste",1,0,visible,,"<p>Nuccio NORDINE, 2014<br />Il existe dans les démocraties marchandes des savoirs réputés « inutiles » qui se révèlent en réalité d’une extraordinaire utilité. En recourant aux grands philosophes, Nuccio Ordine attire notre attention sur l’utilité de l’inutile et sur l’inutilité de l’utile. </p>",,,taxable,,1,,,0,0,,,,,1,,,,Philosophie,,,,,,,,,,,,0
23366,simple,9372,"L'ours : histoire d'un roi déchu",1,0,visible,,"<p>Michel PASTOUREAU,  2007<br />L'ours, admiré, vénéré, pensé comme un parent a fait l'objet de cultes dans les temps anciens  ont laissé des traces dans l'imaginaire et les mythologies jusqu'au cœur du Moyen Âge chrétien. De bonne heure l'Église chercha à les éradiquer.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23367,simple,9374,"Marguerite Duras et l'histoire",1,0,visible,,"<p>Stéphane PATRICE,  2003<br />Une  analyse des engagements politiques de Marguerite Duras, et une mise en lumière de ses contradictions les plus apparentes et aussi les plus secrètes. </p>",,,taxable,,1,,,0,0,,,,,1,,,,Biographies,,,,,,,,,,,,0
23368,simple,9376,"Nouvelles affaires africaines: Mensonges et pillages au Gabon",1,0,visible,,"<p>Pierre PÉAN,  2014<br />Accusations de corruption, de détournement de fonds publics, d’assassinats, d’élections truquées avec la complicité de Paris, de « biens mal acquis » en France et ailleurs, de folie des grandeurs : tel est le bilan catastrophique du pouvoir gabonais.  Après Affaires Africaines du même auteur,  publié en 1983.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23369,simple,9378,"Ces 600 milliards qui manquent à la France: Enquête au coeur de l'évasion fiscale",1,0,visible,,"<p>Antoine PEILLON,  2012<br />600 milliards d’euros : c’est la somme astronomique qui se cache depuis des décennies dans les paradis fiscaux, soit près de 10 % du patrimoine des Français.<br /><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Economie- Finance",,,,,,,,,,,,0
23370,simple,9380,"Gestion des ressources humaines",1,0,visible,,"<p>Jean-Marie Peretti,  2015<br />Un livre qui en est à sa 20e édition.  Une boîte à outils composée de définitions, d’indicateurs, de bonnes pratiques et d’exemples concrets pour appréhender la GRH et ses différents domaines.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Droit - Economie",,,,,,,,,,,,0
23371,simple,9382,"La demarche de qualité, vecteur de la bientraitance dans le secteur social et médico-social",1,0,visible,,"<p>Christian PEROZ,  2011<br />Promouvoir le bien-être des usagers et des professionnels par une bonne gouvernance.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23372,simple,9385,"Anagrammes à la folie",1,0,visible,,"<p>Jacques PERRY-SALKOW et Sylvain TESSON,  <br />Un canoë peut contenir tout l’océan et mille rêves recèlent autant de merveilles. Les joies du mélange des lettres d'un mot…  Un exemple pas facile:  pesticide Round Up = le pire coup du destin.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Langue et langues",,,,,,,,,,,,0
23373,simple,9387,"Jacqueline de Romilly, Marguerite Yourcenar et la Grèce Antique : Une passion commune",1,0,visible,,"<p>Marthe PEYROUX,  2011<br />Une passion fondée sur une même admiration enthousiaste portée aux découvertes réalisées en Grèce au Ve siècle avant J.-C., le grand siècle de Périclès, le siècle dit "" du miracle grec "".</p>",,,taxable,,1,,,0,0,,,,,1,,,,Histoire-Politique,,,,,,,,,,,,0
23374,simple,9389,"Sale blanc!",1,0,visible,,"<p>Gérald PICHON, 2013<br />Sous-titre:  Chronique d'une haine qui n'existe pas.<br /><em>""Le livre traite de l’un des tabous des trente dernières années, c’est-à-dire de la haine anti-blanche en France et de son importance, car je démontre clairement que ce sont les Blancs les premières victimes de la haine raciale. ""</em> (Interview de l'auteur)</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23375,simple,9391,"Mafias, gangs et cartels: la criminalité internationale en France",1,0,visible,,"<p>Jérôme PIERRAT, 2008<br />Blanchiment, filières d'immigration, prostitution, trafic d'armes, de stupéfiants, contrefaçon, racket... Pour la première fois, un livre traite de la criminalité internationale implantée en France depuis les années 1990. </p>",,,taxable,,1,,,0,0,,,,,1,,,,"Economie- Finance",,,,,,,,,,,,0
23376,simple,9394,"Le monde d'après: Une crise sans précédent",1,0,visible,,"<p>Matthieu PIGASSE et Gilles FICHENSTEIN, 2009<br />Un manuel pour les nuls sur la crise de 2008 et comment elle a chamboulé le monde.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Economie- Finance",,,,,,,,,,,,0
23377,simple,9397,"Voyage en grande bourgeoisie: journal d'enquête",1,0,visible,,"<p>Michel PINÇON et Monique PINÇON-CHARLOT, 1997<br />Comment vivent les familles fortunées ou moins fortunées de ce que l’on appelle la grande bourgeoisie et l’aristocratie française ?</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23378,simple,9399,"Femmes qui courent avec les loups : Histoires et mythes de l'archétype de la femme sauvage",1,0,visible,,"<p>Clarissa PINKOLA ESTES,  1992<br />Chaque femme porte en elle une force naturelle riche de dons créateurs, de bons instincts et d'un savoir immémorial. Chaque femme a en elle la Femme Sauvage. Mais la Femme Sauvage, comme la nature sauvage, comme l'animal sauvage, est victime de la civilisation.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23379,simple,9401,"100 mots à sauver",1,0,visible,,"Bernard PIVOT,  2004\nDevons-nous nous battre pour que coquecigrue,  trotte-menu,  lupanar,  barguigner et 96 autres restent dans la langue courante et usitée?",,,taxable,,1,,,0,0,,,,,1,,,,"Langue et langues",,,,,,,,,,,,0
23380,simple,9403,"Le Droit de savoir",1,0,visible,,"<p>Edwy PLENEL, 2013<br />Le directeur de Mediapart  entend démontrer l’utilité du droit de savoir comme accélérateur de la prise en main de leur destinée par les peuples, alors que la crise en cours ne cesse de les en déposséder.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23381,simple,9405,"Le livre noir des médecins stars",1,0,visible,,"<p>Odile PLICHON, 2012<br />Les rapports restent malsains entre le monde des grands mandarins ultramédiatisés et celui de l’argent, avec un mélange de jeux d’influences et d’opacité.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23382,simple,9407,"Le nœud gordien",1,0,visible,,"<p>Georges POMPIDOU,  1974<br />Publié peu de temps avant sa mort, ce livre est considéré comme le testament politique de l'ancien Président de la République.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Histoire-Politique,,,,,,,,,,,,0
23383,simple,9409,"Jacques Ellul : L'homme qui avait presque tout prévu",1,0,visible,,"<p>Jean-Luc PORQUET,  2004<br />Ellul (1912-1994),  libertaire et croyant, solitaire et engagé dans son siècle, avait tout prévu, ou presque:  vache folle, OGM,  nucléaire,  terrorisme...</p>",,,taxable,,1,,,0,0,,,,,1,,,,Biographies,,,,,,,,,,,,0
23384,simple,9411,"L'étoile des bergers",1,0,visible,,"<p>Anne-Marie PRODON,  2000<br />Pour découvrir la vie plus intime des bergers, leur situation sociale, et ce qui les a conduits vers ce métier hier sous-estimé, aujourd´hui admiré.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23385,simple,9413,"Rouge est la terre: Dans les coulisses de Roland-Garros",1,0,visible,,"<p>Bertrand PULLMAN, 2013<br />Le sociologue revisite le prestigieux tournoi de tennis sur terre battue et a pu interviewer a les responsables du tournoi,  les nettoyeurs nocturnes des tribunes, et les juges de ligne.  Et d'autres encore.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23386,simple,9415,"Mourir pour le yuan ?: comment éviter une guerre mondiale",1,0,visible,,"<p>Jean-Michel QUATREPOINT,  2011<br />Le journaliste  s'inquiète de la poussée chinoise et s'interroge sur l'échec patent des politiques libérales dans l'hémisphère occidental.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Economie- Finance",,,,,,,,,,,,0
23387,simple,9417,"Chronique du règne de Nicolas 1er",1,0,visible,,"<p>Patrick RAMBAUD,  2008<br /><em>""Même parvenu, Notre Précieux Souverain ne trouva point la paix en lui-même, tant il restait secoué en continu par des nervosités. Qui l’a vu fixe et arrêté ? Il ne bougeait que par ressorts…""</em></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23388,simple,9421,"La justice comme équité",1,0,visible,,"<p>John RAWLS, <br />Une reformulation de La Théorie de la Justice par le même auteur.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Droit - Economie",,,,,,,,,,,,0
23389,simple,9423,"Pourquoi je n’ai pas inventé la roue: Et autres surprises de la sélection naturelle",1,0,visible,,"<p>Michel RAYMOND, 2012<br />L’évolution des espèces vivantes repose sur un outil d’une extraordinaire efficacité : la sélection naturelle qui, à partir de diverses possibilités produites au hasard, « choisit » les meilleures et en assure la survie au fil des générations.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Sciences - Médecine",,,,,,,,,,,,0
23390,simple,9425,"La Femme ressuscitée",1,0,visible,,"<p>Marie-Pascale REMY,  2000<br /><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Religion - Spiritualité",,,,,,,,,,,,0
23391,simple,9427,"Les Amazones de la République",1,0,visible,,"<p>Renaud REVEL,  2013<br /> Depuis les premières heures de la Cinquième République, ces femmes,  le plus souvent journalistes,  ont franchi les grilles de l'Elysée et ont séduit ses différents locataires.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
23392,simple,9429,"Les règles du jeu: l'action collective et la régulation sociale",1,0,visible,,"<p>Jean Daniel REYNAUD,  1998<br />L'action collective n'existe que par une régulation. Mais cette régulation ne se réalise que grâce à la convergence d'initiatives individuelles et elle se transforme de même.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Essais - Chroniques",,,,,,,,,,,,0
